,customer_email,current_year,last_year
21275,ijoodzknlk@gmail.com,98.57,113.64
21276,lajxvwwirk@gmail.com,173.09,183.98
21277, eilfbaxfyo@gmail.com,133.33,109.13
21278,zteinguvvp@gmail.com,110.59,199.17
21279,khbsusokhc@gmail.com,104.73,100.65
21280,rerjvhcjbx@gmail.com,211.98,14.4
21281, yslfileozr@gmail.com,12.32,221.92
21282,iwnxtbyapv@gmail.com,241.67,176.2
21283,zanpvhlbqi@gmail.com,116.65,201.2
21284,dbqfkiowun@gmail.com,194.93,106.91
21285,gswywauama@gmail.com,5.24,17.52
21286,szywgnzoch@gmail.com,95.29,78.7
21287, ucptzyxcjr@gmail.com,49.73,133.99
21288, enpoiwimrv@gmail.com,237.06,190.1
21289,ihahjhpsps@gmail.com,42.79,202.83
21290,sxbdojxptf@gmail.com,24.13,178.97
21291,wjpcvekzec@gmail.com,113.58,32.34
21292,iwceacxkqd@gmail.com,25.98,113.17
21293, cldppscxxs@gmail.com,91.77,121.91
21294, mgacreonks@gmail.com,99.26,14.86
21295,ylgofwjsfi@gmail.com,131.77,53.25
21296, isvobuoxjf@gmail.com,18.04,37.78
21297, drpeehgrst@gmail.com,108.83,217.26
21298,dihkgwtvca@gmail.com,182.87,64.62
21299,swkkiowqph@gmail.com,175.89,174.63
21300,wyqgbhxhjr@gmail.com,200.34,111.23
21301,lebcxvyukx@gmail.com,132.89,182.96
21302, ejthekxupg@gmail.com,191.54,42.38
21303,fwvthjvixc@gmail.com,21.8,75.95
21304,yebtodnznd@gmail.com,134.92,76.18
21305, phqhaiwudd@gmail.com,8.31,153.13
21306,mjfypyqmtr@gmail.com,149.35,220.81
21307,uxtucjxjdg@gmail.com,92.89,225.24
21308,oxifzqlhew@gmail.com,76.97,182.86
21309, rjooofefnb@gmail.com,173.51,231.46
21310,ubekuzykhj@gmail.com,163.16,122.05
21311,lujbddsfbx@gmail.com,232.94,81.38
21312, dzxzgfstrf@gmail.com,236.97,201.72
21313, phpnmsdhfp@gmail.com,19.05,40.18
21314,bnqdxdxylu@gmail.com,174.56,146.66
21315, yxykislnjn@gmail.com,73.81,241.82
21316, gseqpahhac@gmail.com,75.78,153.76
21317,csdklsrqiz@gmail.com,122.76,26.59
21318,pskgxbmotc@gmail.com,43.25,33.41
21319, gqviifpagx@gmail.com,167.45,84.92
21320,xeovwctjwi@gmail.com,157.78,141.85
21321,bmnqyrpolp@gmail.com,15.66,221.69
21322, ldylijpqvj@gmail.com,222.45,218.38
21323,kagghtvqdl@gmail.com,96.5,75.82
21324, cqpgdmehra@gmail.com,185.29,11.89
21325,wptzkgeoxe@gmail.com,98.14,25.34
21326,fbismuomae@gmail.com,156.0,169.98
21327,lbwfgrjvrj@gmail.com,196.19,221.86
21328,opzuoeemlk@gmail.com,213.63,88.31
21329,lkscpyjcgp@gmail.com,90.1,180.88
21330, dammyxhbrl@gmail.com,248.49,179.46
21331, ichqnwjehz@gmail.com,102.77,85.09
21332, qgwmmfvlod@gmail.com,44.85,159.74
21333,irnyouawkn@gmail.com,88.17,111.88
21334,mboradbovg@gmail.com,124.63,49.14
21335, lnqkzyxflk@gmail.com,153.95,170.09
21336,bdfjmzxrnt@gmail.com,231.09,77.7
21337,luxhwwgomm@gmail.com,32.91,220.25
21338,arlfqmpgrl@gmail.com,122.73,101.69
21339,mbedqyepby@gmail.com,96.74,104.22
21340,efkekebujs@gmail.com,52.77,72.08
21341,ryrtadmnso@gmail.com,94.21,113.41
21342,keuagxufer@gmail.com,176.74,76.09
21343, wvaotkdcvr@gmail.com,4.17,99.09
21344, qiqjnjctlo@gmail.com,211.03,215.72
21345,wnzrvgvewk@gmail.com,158.79,61.37
21346,czfuhrlgls@gmail.com,247.26,45.46
21347, bptjhaecic@gmail.com,34.29,200.65
21348,kvklbemwzs@gmail.com,6.33,192.24
21349, wcnvjhgntl@gmail.com,6.75,210.56
21350,hdfqgqlptf@gmail.com,22.06,174.58
21351, fluranbjvg@gmail.com,220.7,40.58
21352,rhakooabuo@gmail.com,18.38,37.78
21353, qchtqlnfny@gmail.com,31.51,210.7
21354,mobrcqjxto@gmail.com,17.13,140.06
21355,gdbjzacfpk@gmail.com,149.15,193.28
21356,bnwanryzhy@gmail.com,183.59,4.61
21357, xiydepopzx@gmail.com,154.98,160.47
21358,rzfatwsdju@gmail.com,45.89,219.09
21359, vmsmbawqmo@gmail.com,207.34,134.13
21360,tveogisfix@gmail.com,148.27,185.24
21361, vfirzdeluh@gmail.com,46.36,86.93
21362,nisydyzsoz@gmail.com,168.46,180.97
21363,lwqzsjcrub@gmail.com,180.35,237.68
21364, hnivzeahgf@gmail.com,118.2,235.07
21365,auunalqvng@gmail.com,20.11,90.06
21366,chosmkmmsf@gmail.com,232.32,159.9
21367,rfghwfyaiz@gmail.com,197.95,219.0
21368,ocfccahyss@gmail.com,157.23,134.63
21369, jbaftrzcrx@gmail.com,224.76,167.49
21370, vdlhgrgsam@gmail.com,65.55,182.16
21371, vpuqtjtqeo@gmail.com,243.87,94.54
21372,ovzplbxzey@gmail.com,121.11,1.41
21373, shkdmiiwwa@gmail.com,195.33,217.42
21374,nmnngdhaoj@gmail.com,151.92,72.11
21375, vdyiznbhrs@gmail.com,147.14,95.47
21376,ypjjzasafm@gmail.com,156.52,186.93
21377, whsatigojx@gmail.com,202.76,103.7
21378,axkigttiot@gmail.com,69.07,152.69
21379, gujypxkwxj@gmail.com,239.81,52.22
21380,wffbszaubx@gmail.com,6.28,191.22
21381,jljexeattw@gmail.com,162.97,87.69
21382,duoosffvol@gmail.com,191.29,52.9
21383,poufpewmba@gmail.com,169.03,48.81
21384,eswfruvysx@gmail.com,158.83,90.87
21385,jngawkbmot@gmail.com,3.41,4.09
21386,fwhejhuhlz@gmail.com,154.4,70.61
21387,jcjnghiddv@gmail.com,79.06,88.32
21388,hjpxczjtro@gmail.com,236.75,83.88
21389, mlkirwplhq@gmail.com,138.89,92.2
21390, lbsptmrusp@gmail.com,247.88,68.46
21391,pssusbsbsh@gmail.com,191.11,218.14
21392, pshqxnlgao@gmail.com,152.18,67.07
21393, zschkmjdlf@gmail.com,164.24,145.27
21394,hxoyckxqlh@gmail.com,197.16,239.43
21395, upukogvyxp@gmail.com,173.07,70.94
21396,ellsliefyl@gmail.com,244.12,243.47
21397,yyyakumqwf@gmail.com,106.57,123.07
21398,nufmantouj@gmail.com,89.44,63.97
21399,kirwrvrntv@gmail.com,159.16,221.93
21400,rpbsagyrsq@gmail.com,159.15,46.7
21401, zseglkosan@gmail.com,31.71,82.81
21402,rylbsonhch@gmail.com,115.13,4.64
21403,gtafjtndxb@gmail.com,74.74,124.72
21404,fmbofjverh@gmail.com,2.98,228.36
21405,yupzmupuqc@gmail.com,85.53,77.01
21406, gcrldpzuzr@gmail.com,82.08,33.92
21407,tazoelbxgv@gmail.com,72.57,15.88
21408, iftlxkdkty@gmail.com,61.03,9.28
21409,uybgnitfxw@gmail.com,137.65,202.83
21410,fhclkoyloz@gmail.com,125.45,136.56
21411,bszvkxwmpr@gmail.com,67.68,169.13
21412,utjwgddrdc@gmail.com,234.23,153.67
21413, yttoajcgtw@gmail.com,32.12,10.49
21414,kirrhbcwhi@gmail.com,247.0,174.99
21415,psqzzbdrrz@gmail.com,178.37,61.65
21416,rcjiphupjn@gmail.com,94.31,74.72
21417, tghulekcbn@gmail.com,98.29,182.31
21418,syvytuwdgc@gmail.com,66.57,63.73
21419, epktmsqjjb@gmail.com,104.58,7.54
21420, nqqdgwfofo@gmail.com,205.65,54.08
21421,ztpgpzrsgj@gmail.com,51.97,185.32
21422,ovhmilytby@gmail.com,47.44,137.29
21423,wikxvtjlim@gmail.com,234.7,167.01
21424,qhlugjfdih@gmail.com,230.98,103.4
21425,mysmclvyaw@gmail.com,95.85,182.9
21426, mhtqfmbnqm@gmail.com,147.11,246.32
21427, leonjxafqx@gmail.com,231.01,4.6
21428,vvkthecwkz@gmail.com,46.25,94.26
21429,yacksxsufa@gmail.com,233.61,212.85
21430, wroqxtggfa@gmail.com,48.65,126.28
21431,oijlvlhcnu@gmail.com,176.28,67.8
21432,kuskrtxytt@gmail.com,42.39,214.2
21433, gbxqcrscxo@gmail.com,79.44,152.0
21434,hqyfttvssc@gmail.com,75.75,97.67
21435,ybwlbpnuqn@gmail.com,223.69,189.61
21436,ilxdnuqucv@gmail.com,228.06,246.92
21437,tyhtvfrzzv@gmail.com,131.95,195.84
21438,awcqxfcutm@gmail.com,49.37,136.84
21439,jbbtzcxjrs@gmail.com,97.76,7.91
21440,etpwrkyxrr@gmail.com,220.11,53.16
21441, cvfhiylfed@gmail.com,246.95,83.04
21442, xjjtvxrtlb@gmail.com,173.67,230.0
21443, howkjxjbdx@gmail.com,18.87,175.95
21444,xmgbdkylqe@gmail.com,228.48,123.26
21445, aaxshnfpgk@gmail.com,113.47,67.86
21446,jvlzblflae@gmail.com,157.13,221.49
21447,rjtebksivv@gmail.com,8.94,117.31
21448,zydoytahbx@gmail.com,116.8,208.52
21449, temrwyimsr@gmail.com,12.29,75.18
21450,fomfjttypj@gmail.com,99.33,69.77
21451, lblybrnhlx@gmail.com,77.23,204.09
21452, wfurptcibr@gmail.com,165.49,70.74
21453,ardrhgsqao@gmail.com,248.71,151.37
21454, gvusidrdbj@gmail.com,116.5,99.5
21455,bpmtrqtfwy@gmail.com,141.51,176.2
21456, zkdqsavvwn@gmail.com,143.48,3.01
21457,yixulocwoj@gmail.com,124.04,16.79
21458, qbjqgblkii@gmail.com,163.7,227.29
21459, ljqruifpda@gmail.com,219.86,35.07
21460,xtxcmwvfbo@gmail.com,88.44,121.34
21461,yuxeqayhnh@gmail.com,41.37,245.68
21462,pqynzulcvf@gmail.com,153.09,112.79
21463,vczudrxeyf@gmail.com,159.93,185.33
21464, odwjmmujee@gmail.com,61.56,117.77
21465,uwgwqbywuo@gmail.com,84.83,50.7
21466,jifxfjtysk@gmail.com,109.63,186.91
21467,ncelhwcukc@gmail.com,221.75,98.44
21468,orwmflfomk@gmail.com,194.16,65.18
21469,mwkybdqkdq@gmail.com,65.08,236.14
21470,gswwcqbkvb@gmail.com,131.26,187.82
21471, wpdsaplbqd@gmail.com,240.93,32.15
21472, pqbxiyzqvr@gmail.com,171.58,244.53
21473,inrirmzdfs@gmail.com,126.73,203.77
21474,aquvpqrvjt@gmail.com,195.08,7.98
21475,govvnechrd@gmail.com,165.95,93.02
21476,ujlpiournz@gmail.com,145.61,243.79
21477, snsoufvevx@gmail.com,237.03,100.63
21478,ilnsyzjdxd@gmail.com,111.23,140.84
21479,ypufcayoez@gmail.com,203.89,163.87
21480, abfdahrgmo@gmail.com,104.7,91.51
21481,geizwumifk@gmail.com,44.36,166.72
21482,xmqrnjmati@gmail.com,205.92,145.91
21483,mprsatkpla@gmail.com,124.0,225.98
21484,wiajjacfuc@gmail.com,215.16,118.13
21485, fssxjoejuy@gmail.com,69.37,19.08
21486, mphqvdbxim@gmail.com,195.73,124.29
21487,satpfxfios@gmail.com,43.36,10.1
21488,bzdnvgnnhu@gmail.com,28.23,216.76
21489, hfyvcejgfg@gmail.com,220.88,172.71
21490,dmmhgcamlt@gmail.com,20.33,58.77
21491,qiemodbywa@gmail.com,11.58,124.09
21492,smfmmpjjbl@gmail.com,118.28,122.9
21493, ohzvrdksmq@gmail.com,235.63,227.26
21494,dhuavmkuhk@gmail.com,53.04,182.24
21495, ffpimlityo@gmail.com,166.56,221.72
21496,nkgincpuqx@gmail.com,112.81,96.87
21497,nqrzeiynrj@gmail.com,234.12,4.14
21498, flbczmlyef@gmail.com,146.18,5.3
21499,agkhnkizxl@gmail.com,202.94,150.22
21500,vqxnrqlhdr@gmail.com,120.63,225.01
21501, hwiqixclrr@gmail.com,51.25,141.35
21502,cjvnfjrfqm@gmail.com,21.91,129.09
21503, tnsipeygcw@gmail.com,65.03,195.37
21504,vqlqsyciot@gmail.com,118.11,234.62
21505, aacrpgjcil@gmail.com,202.36,145.07
21506,cokqnjapmt@gmail.com,46.74,79.44
21507, sjpvzvfafa@gmail.com,166.46,105.51
21508,bemsqfusys@gmail.com,97.47,71.19
21509,tsgntayldn@gmail.com,22.49,78.86
21510, rkushgugun@gmail.com,179.71,105.47
21511,aonnstvgpb@gmail.com,64.19,40.87
21512,ddhuliogfd@gmail.com,51.61,103.31
21513, stfiounoul@gmail.com,11.55,58.38
21514, uyilyidhgb@gmail.com,249.73,223.21
21515,wfogkompag@gmail.com,243.57,238.18
21516,jybtcpglpv@gmail.com,57.06,178.23
21517, cowbmlhfam@gmail.com,36.4,242.9
21518,jabityzepq@gmail.com,74.07,109.71
21519,gboioevjau@gmail.com,111.17,56.85
21520,zsegdwefoc@gmail.com,41.94,157.27
21521,gvzixeqpxi@gmail.com,14.07,197.44
21522, llkgyfdqnh@gmail.com,135.05,56.72
21523,gxzximqdml@gmail.com,90.96,75.88
21524, gasulatdox@gmail.com,139.77,165.74
21525, gafhvbpsum@gmail.com,198.53,52.39
21526,vtqxskfvgv@gmail.com,248.73,228.83
21527,poxaispsav@gmail.com,119.9,176.4
21528,mttiqvfbmf@gmail.com,40.71,29.46
21529, uajfnfhosn@gmail.com,114.59,221.68
21530,spggowqhil@gmail.com,123.77,159.31
21531,nubxuxmykq@gmail.com,176.94,244.47
21532, bvalfviwtc@gmail.com,117.68,48.22
21533,qjibgqbswk@gmail.com,64.72,39.73
21534, aeppncecai@gmail.com,226.91,192.37
21535, jydfcqgfoz@gmail.com,211.62,128.82
21536, gvtzrickdl@gmail.com,8.26,223.51
21537,mhxqhredck@gmail.com,214.12,184.8
21538,xtexulfjcl@gmail.com,188.25,53.48
21539, qrfrxmnsqh@gmail.com,107.46,238.29
21540, jmgfaencry@gmail.com,112.4,125.37
21541,pabcwxnrfy@gmail.com,147.44,178.9
21542,bprqyuzchh@gmail.com,15.24,90.73
21543, vaohnhrmqh@gmail.com,59.92,50.81
21544,lnebaqxssl@gmail.com,37.49,100.18
21545, jzqwmicnae@gmail.com,108.67,111.16
21546,irbztsuqtq@gmail.com,19.73,43.38
21547, ulxdztrbns@gmail.com,192.01,211.36
21548,rstudjeoxx@gmail.com,24.05,36.4
21549,vrnphpdmmf@gmail.com,30.94,234.14
21550, gcjugmttwm@gmail.com,128.96,112.11
21551, ikdbcucreg@gmail.com,118.74,149.4
21552, fyysocxidd@gmail.com,167.13,91.18
21553,tykjqzzjze@gmail.com,113.41,19.94
21554, ippqkifwxc@gmail.com,161.49,81.04
21555, pftrxjfsqk@gmail.com,59.81,214.81
21556,bdejcscdie@gmail.com,79.18,53.89
21557,wnwuubnlqe@gmail.com,189.67,245.81
21558,exxvqodlxx@gmail.com,23.16,150.35
21559,nmwehgjyfy@gmail.com,163.49,158.68
21560, uqmvmctkuc@gmail.com,160.12,121.78
21561,dnofjshpvh@gmail.com,42.4,54.51
21562,evvvzsuwhb@gmail.com,108.36,173.85
21563, jhifnetcav@gmail.com,16.88,64.33
21564, gbhxjgpprz@gmail.com,109.36,183.39
21565,ngdsrswjpw@gmail.com,20.82,47.25
21566,qfxeggmvii@gmail.com,75.32,175.0
21567,driplstdrv@gmail.com,217.12,98.07
21568, euqkbgmdmi@gmail.com,55.93,155.62
21569, ozzmvsisnu@gmail.com,49.53,179.51
21570,ixdklaofiu@gmail.com,191.5,62.22
21571, yuwrwiknwf@gmail.com,11.96,207.94
21572,nwykiqufzh@gmail.com,142.06,20.47
21573,durcueqoym@gmail.com,53.51,234.32
21574,rgdoyhqplz@gmail.com,4.02,11.34
21575, iguqjyqnbc@gmail.com,132.24,245.88
21576, skxpnevzvl@gmail.com,207.09,124.19
21577,dbogaybnbe@gmail.com,1.02,28.08
21578, mplymhjwlz@gmail.com,206.43,48.75
21579,gcirqgdazo@gmail.com,183.29,26.95
21580, orsdaqlnlx@gmail.com,24.83,235.06
21581,bxojmybvxp@gmail.com,207.09,94.64
21582,rwuijloloe@gmail.com,77.01,140.72
21583,gamzeucukb@gmail.com,119.02,70.55
21584, yruvfvwdmq@gmail.com,94.34,86.54
21585,aqlivxmjqf@gmail.com,11.32,148.79
21586, otkzkypjnv@gmail.com,14.17,228.9
21587,kozuqtonaz@gmail.com,58.33,94.92
21588,ecgnlayyfy@gmail.com,26.64,233.65
21589,aqihmupxst@gmail.com,239.59,215.77
21590, uliynhefrd@gmail.com,172.91,220.19
21591,nxrudmginm@gmail.com,5.88,152.44
21592, cwgcggfcqu@gmail.com,18.34,183.51
21593,wzpeymmvia@gmail.com,44.56,199.81
21594, bpvjmautfp@gmail.com,230.46,25.57
21595,jwpcjauatq@gmail.com,128.37,183.98
21596,xsbcmmmmtu@gmail.com,141.32,15.42
21597,vbaakotwpm@gmail.com,226.37,229.85
21598, jxcbiexcxj@gmail.com,64.99,83.56
21599, xuilehcfdn@gmail.com,214.38,116.59
21600,kfmbrzvrgx@gmail.com,169.71,199.94
21601, gwranfyfit@gmail.com,205.74,120.23
21602,upoinvotof@gmail.com,231.18,3.98
21603, navqtxefyv@gmail.com,24.54,85.37
21604,bxbejbsxca@gmail.com,51.7,225.06
21605, otjqhwbwrd@gmail.com,67.4,2.88
21606,uyzqamsdcy@gmail.com,184.84,164.08
21607, dxwomhrmyz@gmail.com,9.6,115.82
21608,jfmtgyscak@gmail.com,186.67,162.49
21609, lpkdloxmak@gmail.com,87.93,108.22
21610,ffnpmpjnki@gmail.com,199.45,180.12
21611, shhjakwaus@gmail.com,195.92,110.67
21612,zncmimoedx@gmail.com,154.38,211.28
21613,ubuhcknznc@gmail.com,230.52,122.47
21614,lhvqulgjpt@gmail.com,153.35,83.31
21615, zhkzchzybw@gmail.com,214.81,110.27
21616,lmopoxghue@gmail.com,179.8,84.62
21617, zbeeusxddq@gmail.com,90.7,36.8
21618,remfbsoavf@gmail.com,241.1,156.22
21619,svqcuwswop@gmail.com,153.35,93.64
21620,qsnrxcqkqd@gmail.com,123.95,3.14
21621,ircvztixhx@gmail.com,70.64,60.32
21622, vtfjmofrnt@gmail.com,109.31,12.81
21623,mqpzwejfmv@gmail.com,6.71,242.04
21624,nonxiboctg@gmail.com,116.76,158.57
21625,voqaxkrxky@gmail.com,223.3,7.34
21626,miiwfvbuut@gmail.com,205.92,20.85
21627,nuttuebjvl@gmail.com,190.89,139.41
21628,luvweyruij@gmail.com,109.86,142.37
21629,xmoxzmmxph@gmail.com,121.08,138.0
21630,nvsfcbzywo@gmail.com,116.36,79.77
21631,jlqfsrhkhr@gmail.com,138.25,110.6
21632, ivzkwmfnvx@gmail.com,110.0,143.21
21633,vciztqqjkz@gmail.com,157.3,54.39
21634,ordpkifpwo@gmail.com,47.74,220.01
21635, bsnkiynitf@gmail.com,8.62,102.79
21636, onuflgvajw@gmail.com,139.98,100.76
21637, wpdlelnjhx@gmail.com,64.91,24.88
21638, fnozbndjlt@gmail.com,123.3,232.76
21639,jowvqgftsw@gmail.com,44.55,62.85
21640,jvtsptsqxq@gmail.com,113.06,73.24
21641,umjnjnugvq@gmail.com,28.82,66.49
21642,jjxbsbiujl@gmail.com,112.12,214.76
21643,riehnwnkxe@gmail.com,221.84,15.78
21644, vtxqfyqoda@gmail.com,38.89,203.56
21645,fzqctdzbdm@gmail.com,9.43,246.46
21646,guearsqztk@gmail.com,209.98,56.44
21647,lxtrdtfgxb@gmail.com,136.33,203.74
21648, rbjigzzbhc@gmail.com,163.76,249.92
21649,dfkrnlsriy@gmail.com,10.17,67.79
21650, juxoxlqchb@gmail.com,115.48,123.47
21651,diyvmxbyjk@gmail.com,49.83,218.2
21652,qfjpyrcozj@gmail.com,245.05,169.19
21653, xnnbdbuzwj@gmail.com,75.52,6.76
21654,klicapapxl@gmail.com,126.91,104.39
21655,aipytrzdwu@gmail.com,164.03,61.36
21656, vtycolwqxd@gmail.com,132.87,221.48
21657,tudgqwktml@gmail.com,63.7,178.58
21658,mhqhgysjfa@gmail.com,50.74,115.91
21659,lnemwqmzue@gmail.com,38.87,50.75
21660,mgvlgthsau@gmail.com,144.46,130.36
21661, ztgcwfwtev@gmail.com,225.41,202.95
21662, qyjtdsmmpb@gmail.com,86.37,141.68
21663, hwzgqkrzzv@gmail.com,231.59,66.66
21664,zpmjmqqnvm@gmail.com,55.3,215.9
21665, dvafpvriqh@gmail.com,109.64,234.58
21666, ucilyirwtd@gmail.com,149.01,68.61
21667, gsmqzobszy@gmail.com,152.91,16.21
21668,wvrokrsxwh@gmail.com,80.41,93.79
21669, fnntcwgeoi@gmail.com,167.41,222.16
21670,wnwirifaxd@gmail.com,117.5,89.16
21671,pcxubykezi@gmail.com,167.92,204.73
21672, uxnsppawbb@gmail.com,244.38,14.62
21673, iapmwacyww@gmail.com,220.52,236.66
21674,marzpmwnzu@gmail.com,24.4,153.43
21675,xplnajoxvx@gmail.com,190.76,35.23
21676,lsiyhookjt@gmail.com,156.75,168.78
21677, onjcvnftgk@gmail.com,224.39,174.53
21678, sfwfzngpbk@gmail.com,163.48,47.32
21679,ktqrpcnlrm@gmail.com,69.33,135.13
21680, saevrjnsbx@gmail.com,10.59,224.53
21681,siklgfgrlw@gmail.com,158.54,71.72
21682,ldvjajswcm@gmail.com,2.21,239.27
21683,yurhghfgks@gmail.com,167.12,155.61
21684,mujfeavwpg@gmail.com,107.49,93.95
21685,ocjmzomvtw@gmail.com,222.57,106.04
21686, mrtzcglzhp@gmail.com,32.75,59.73
21687, zwrgegncct@gmail.com,10.33,182.12
21688,aqcdfiawvc@gmail.com,247.88,99.3
21689,slakrqvubc@gmail.com,127.09,221.94
21690,zcjqxmflxu@gmail.com,153.38,84.48
21691,fajsxwgqin@gmail.com,78.13,67.73
21692, vbploimrcc@gmail.com,178.37,227.75
21693,arrqyhihpz@gmail.com,191.26,77.39
21694, prkuuxkdgd@gmail.com,154.48,189.8
21695, qkwaymkpbt@gmail.com,127.17,5.83
21696,ldxcxcohjq@gmail.com,204.9,178.37
21697, gqxpgjmkzs@gmail.com,231.54,60.28
21698,uphlxdtpie@gmail.com,178.72,225.37
21699, gkxxpyzorn@gmail.com,156.94,139.13
21700,dudwyegnpn@gmail.com,74.52,32.37
21701,ycchkjcatm@gmail.com,1.75,165.31
21702,gyhxkfnavc@gmail.com,66.91,83.36
21703, psevnmixic@gmail.com,160.08,241.11
21704,vhahkzumrz@gmail.com,174.41,97.63
21705,hojnandpor@gmail.com,121.63,201.86
21706, aygmxfvizz@gmail.com,107.23,161.56
21707, snggytdpbh@gmail.com,110.95,235.48
21708,stakrdljao@gmail.com,111.26,38.02
21709, ekozzwpdik@gmail.com,216.32,246.08
21710,nppbtswbwo@gmail.com,230.9,87.66
21711,nmojkmhian@gmail.com,199.41,226.22
21712, ducbykqfgm@gmail.com,110.98,159.34
21713, ptdsqxfvbc@gmail.com,202.17,238.53
21714,elgjdtvyam@gmail.com,53.18,63.26
21715, yaopnqfdrn@gmail.com,109.49,236.93
21716,hyptjsbkpq@gmail.com,216.58,56.88
21717,hqucjrxfyr@gmail.com,67.84,186.58
21718, pydljlvlqv@gmail.com,217.62,162.32
21719,onvabazljs@gmail.com,135.46,212.94
21720,txrvvoglhr@gmail.com,58.9,239.64
21721, qtcguzgiia@gmail.com,13.9,122.38
21722,uabhjqzsjg@gmail.com,129.71,215.29
21723, zkuyccblwu@gmail.com,240.12,211.71
21724,uyvbeaioxx@gmail.com,239.95,142.7
21725,syjqherswj@gmail.com,58.2,190.15
21726, duudhrxxqw@gmail.com,177.42,155.65
21727,mekknuvdpe@gmail.com,31.92,91.24
21728, zlgomryibo@gmail.com,88.38,226.19
21729,ebdvxtphjh@gmail.com,218.44,151.62
21730,ykuijqnbbx@gmail.com,219.82,196.34
21731,ilquvjinch@gmail.com,38.2,107.42
21732, srtmzcuvrz@gmail.com,129.89,86.84
21733, qvseltqqzb@gmail.com,184.37,211.69
21734,mhxxnbjhtn@gmail.com,1.91,72.33
21735,wsuvgopkbw@gmail.com,139.73,59.33
21736,resrgmqzzl@gmail.com,224.46,39.9
21737,gtnurgybrd@gmail.com,246.98,235.76
21738,ttqriktpih@gmail.com,177.47,29.72
21739,bhcxuewgfl@gmail.com,175.76,67.41
21740, dyhgioqyva@gmail.com,19.46,168.46
21741, mbixhsexze@gmail.com,41.27,152.28
21742, djkarvuiid@gmail.com,178.48,35.83
21743, wmzquzjjqi@gmail.com,199.0,53.38
21744,jetybosgui@gmail.com,207.88,121.12
21745, uaxssjdncb@gmail.com,107.51,45.08
21746,vdpfqscjnm@gmail.com,84.29,108.47
21747,ekbgsauyil@gmail.com,236.25,27.2
21748, mlipvjdjuf@gmail.com,26.65,112.87
21749,ysikyombui@gmail.com,175.67,64.25
21750, oebdjbbujl@gmail.com,248.2,14.3
21751, ykquypiukp@gmail.com,209.41,6.48
21752,wmisveqflv@gmail.com,85.76,84.99
21753, pkyzonydrk@gmail.com,128.55,90.87
21754, zrxqnikmit@gmail.com,177.18,239.14
21755, prbkicgprz@gmail.com,12.06,199.51
21756,tjnccwsylz@gmail.com,134.24,55.12
21757,ouayjcgcdo@gmail.com,165.35,38.24
21758, uqeduiaujy@gmail.com,67.91,64.46
21759,yauwkborfp@gmail.com,91.64,238.63
21760, pueheutjno@gmail.com,237.63,225.11
21761,eddglrwkrj@gmail.com,222.21,97.17
21762, mizbwmcebj@gmail.com,166.44,205.0
21763,cbqcjfpmaq@gmail.com,70.55,86.66
21764,utttplybyk@gmail.com,243.24,176.9
21765,sythciedbd@gmail.com,112.25,105.72
21766,iiqijxlqom@gmail.com,115.56,247.7
21767, wrxdqwiyhu@gmail.com,173.5,183.37
21768,gczuayntsx@gmail.com,184.16,1.8
21769, vxwsmxkisw@gmail.com,199.9,192.26
21770,yjppsplijk@gmail.com,215.55,17.53
21771, kpiijowflc@gmail.com,2.06,107.11
21772, lbtjdktcdj@gmail.com,39.92,155.82
21773,sbwqlsqrfh@gmail.com,144.93,196.9
21774, jaghrnixvi@gmail.com,243.87,158.04
21775,wrwxkkcnri@gmail.com,95.02,234.01
21776,laiagblhae@gmail.com,113.31,245.54
21777,ciapnwrsqz@gmail.com,146.95,65.93
21778,psbsiingua@gmail.com,42.78,30.03
21779, cjqhmqqnis@gmail.com,228.84,149.37
21780, cpaboewvzm@gmail.com,183.72,23.81
21781,pckwseedfg@gmail.com,175.44,78.73
21782, pmsifwavji@gmail.com,201.86,163.09
21783, xnxnqdqmum@gmail.com,116.41,78.95
21784, eybhgnwlyf@gmail.com,111.25,43.71
21785,fdkqpaznzw@gmail.com,98.5,160.18
21786, saponhyjbw@gmail.com,51.85,118.85
21787,cmgxxnshyu@gmail.com,205.13,43.96
21788,rfcqysrrek@gmail.com,218.08,64.91
21789, sgjweswhak@gmail.com,143.12,193.6
21790, qvbjsenuev@gmail.com,23.4,110.59
21791, zdqsozqaqc@gmail.com,220.98,210.47
21792,wwohrzjydb@gmail.com,218.45,38.96
21793, qgybpjrvdq@gmail.com,41.02,93.42
21794, yiwohcrkyh@gmail.com,76.95,72.19
21795,pqokrzhmdm@gmail.com,14.27,13.49
21796, fmpsudetyv@gmail.com,72.09,85.36
21797,xwevwvcwnj@gmail.com,153.83,203.28
21798,mkpjjbjzdp@gmail.com,55.66,249.63
21799, nbnphuhvby@gmail.com,164.49,20.89
21800, lplohvbzir@gmail.com,88.04,28.59
21801,oadyhiljvm@gmail.com,246.75,241.89
21802, vynvjsgzpp@gmail.com,190.08,138.96
21803,ezvklsnzqf@gmail.com,173.73,219.57
21804, aayyunbisu@gmail.com,233.43,4.43
21805,kbbtmlzuzt@gmail.com,232.83,216.93
21806, xtimwnxrld@gmail.com,161.06,69.63
21807,mxkzyamhdk@gmail.com,78.82,19.7
21808,ythlgmwiwn@gmail.com,27.13,231.1
21809,buuqnbzcbd@gmail.com,196.52,231.31
21810,uhsiebncgu@gmail.com,53.64,75.27
