,customer_email,current_year,last_year
10707,shkknsmfjl@gmail.com,216.53,208.43
10708,kijhnkhfip@gmail.com,162.6,157.22
10709,kjkxvtcthv@gmail.com,90.26,147.59
10710,dwgzkbnqqy@gmail.com,169.85,155.33
10711,dshdwuklbu@gmail.com,59.13,126.14
10712,edtpnsnwqz@gmail.com,210.7,93.74
10713,tmwbilxyyc@gmail.com,147.53,175.67
10714,vozmcqqlfg@gmail.com,32.93,234.31
10715,cielfdrkjo@gmail.com,195.84,146.64
10716,akzqrnpesy@gmail.com,59.75,166.83
10717,nghnejhsju@gmail.com,62.83,159.43
10718,oqeebztgpu@gmail.com,27.81,220.41
10719,lqqembsvah@gmail.com,151.07,76.42
10720,adektkyhvj@gmail.com,174.74,110.13
10721,cjyqemoekn@gmail.com,63.3,118.54
10722,dmdufwnvtu@gmail.com,158.54,83.62
10723,lwnsvafqoq@gmail.com,206.77,29.96
10724,rxwggzkpum@gmail.com,109.91,61.76
10725,kpubgykkxi@gmail.com,94.37,28.16
10726,uwrzfiomen@gmail.com,90.57,49.43
10727,uxslgciocz@gmail.com,153.11,148.48
10728,wgrgmcvgvi@gmail.com,159.47,52.0
10729,ojtljydzwa@gmail.com,186.32,195.73
10730,gytnvrltzl@gmail.com,163.59,61.43
10731,wzjkxgdorf@gmail.com,157.89,151.51
10732,qqlkgguojl@gmail.com,10.6,217.06
10733,rwzdbgqhav@gmail.com,41.11,29.59
10734,uvmsmvkvon@gmail.com,38.85,28.55
10735,hxngwdgour@gmail.com,118.55,162.89
10736,tzswybguqv@gmail.com,131.5,38.81
10737,dktjzbgscv@gmail.com,163.04,83.92
10738,bamlmgzury@gmail.com,28.47,39.29
10739,sqpwxzrvje@gmail.com,8.97,108.04
10740,qfeliobtvq@gmail.com,136.4,189.01
10741,senncngxqj@gmail.com,40.71,193.81
10742,pyiihpbkbj@gmail.com,43.91,115.32
10743,vcrsqbnieb@gmail.com,37.42,34.33
10744,vhhztclybb@gmail.com,202.66,193.1
10745,aeernlevkw@gmail.com,77.11,167.02
10746,anjkfiensp@gmail.com,154.94,204.69
10747,cedlgfuaxh@gmail.com,100.9,172.02
10748,lmibgbvmjb@gmail.com,214.57,102.52
10749,pqbkmnliac@gmail.com,52.43,88.09
10750,insavarcbm@gmail.com,7.48,107.59
10751,djmnitfvde@gmail.com,234.81,190.81
10752,pphrvqytlv@gmail.com,95.86,93.74
10753,zpfqyroiyc@gmail.com,88.29,24.64
10754,izttnrgjsi@gmail.com,34.66,9.65
10755,vvjcgfqfjl@gmail.com,91.6,92.47
10756,eqygbyfxqg@gmail.com,174.85,7.2
10757,oeyyyobdac@gmail.com,227.14,118.96
10758,pfjxnbwnms@gmail.com,29.03,91.15
10759,okyaeyhosr@gmail.com,138.24,222.44
10760,wrofibllyc@gmail.com,217.34,142.22
10761,bsvfyyrsmj@gmail.com,49.52,4.67
10762,gvcpmnlyim@gmail.com,248.76,36.9
10763,mgyxwqlgtu@gmail.com,210.3,231.8
10764,jrwnrepluw@gmail.com,27.42,80.8
10765,weakcixrxm@gmail.com,212.25,223.68
10766,hwimyzlmbl@gmail.com,212.67,76.63
10767,djxaunauxp@gmail.com,37.35,3.77
10768,nojehyfsli@gmail.com,240.75,83.86
10769,zfmdsstyxh@gmail.com,3.16,165.57
10770,flaqrpfqom@gmail.com,110.75,122.47
10771,prrqdbfqfl@gmail.com,189.38,161.3
10772,xuomwwfoqw@gmail.com,74.65,107.57
10773,ykeoemggjz@gmail.com,127.62,206.34
10774,pkhcoevpmt@gmail.com,10.26,53.86
10775,ugeniqxoof@gmail.com,192.65,240.71
10776,pgqzimjzqr@gmail.com,86.21,209.51
10777,xkshxpqpct@gmail.com,79.59,199.46
10778,gqbaqvwfkn@gmail.com,19.14,247.28
10779,gjwnvuayjz@gmail.com,195.75,38.2
10780,pxgzejnexg@gmail.com,25.26,161.58
10781,vgtmrodoin@gmail.com,129.4,150.53
10782,ktlrpvmlfj@gmail.com,187.93,189.8
10783,jkzrzccgkj@gmail.com,178.04,67.6
10784,ohyyavwjhm@gmail.com,199.75,18.31
10785,iuotgcmqzj@gmail.com,245.16,185.13
10786,jxdtugtbvn@gmail.com,111.81,58.43
10787,qnxaflrlfr@gmail.com,206.52,152.07
10788,ecpbippdfk@gmail.com,52.15,91.07
10789,gkdgufgyki@gmail.com,220.67,193.69
10790,dpworqqhna@gmail.com,106.79,159.6
10791,fafcexjbbu@gmail.com,142.47,10.13
10792,fduihxvcvc@gmail.com,94.23,222.23
10793,bstwrgefqt@gmail.com,248.24,6.87
10794,ghpvzqumpl@gmail.com,116.77,188.93
10795,rzwyblrkmu@gmail.com,175.74,219.71
10796,pokhrytwog@gmail.com,52.87,36.9
10797,juebsbvczt@gmail.com,64.48,26.76
10798,hrjbcwuaai@gmail.com,176.0,45.18
10799,byzajukeul@gmail.com,177.69,102.61
10800,ekklazcqos@gmail.com,68.19,63.56
10801,jlntmbzmrm@gmail.com,100.4,111.68
10802,qtgeqqftvr@gmail.com,246.34,12.66
10803,vrfltosflc@gmail.com,244.76,28.72
10804,jdnirjgeqd@gmail.com,125.58,202.4
10805,hnnsumtiha@gmail.com,63.17,70.1
10806,qjognfuiaq@gmail.com,147.54,36.51
10807,oxomtqxutn@gmail.com,37.99,106.42
10808,saekkrlwgz@gmail.com,232.46,144.07
10809,lqxucdbpga@gmail.com,143.95,164.01
10810,cnhqpgvhnr@gmail.com,61.63,220.8
10811,otuwljbbtd@gmail.com,249.41,129.4
10812,klhgcwgile@gmail.com,100.38,81.59
10813,fetuffjait@gmail.com,139.34,148.03
10814,ovjfvyetaq@gmail.com,31.41,75.85
10815,eyhmkjdtrf@gmail.com,103.44,140.05
10816,qfxvjdgrpl@gmail.com,181.08,57.84
10817,ekkdvfhpdu@gmail.com,239.63,221.74
10818,vwnuyxiiib@gmail.com,167.32,195.35
10819,pfcddkegce@gmail.com,109.78,208.77
10820,bfpwucoldz@gmail.com,231.08,193.71
10821,qqlhsrbqlx@gmail.com,141.04,18.59
10822,jkqiedrznr@gmail.com,188.6,46.51
10823,pavrbloeie@gmail.com,237.85,79.74
10824,pfyoaeswrs@gmail.com,52.52,60.57
10825,yuzclagevo@gmail.com,66.29,249.53
10826,rkxiklolae@gmail.com,17.01,56.47
10827,xkrvszbxbs@gmail.com,59.8,199.77
10828,bdwziquyka@gmail.com,223.22,185.42
10829,rpvtjcpycn@gmail.com,96.39,43.47
10830,qzwfuxnnvt@gmail.com,46.6,146.95
10831,eaerzfhvvc@gmail.com,93.03,120.0
10832,ocjpswxofc@gmail.com,80.58,180.79
10833,rvfrlfptpb@gmail.com,173.34,35.79
10834,jqcmqszaht@gmail.com,16.74,10.76
10835,dnxvrgjqhn@gmail.com,57.37,44.98
10836,bsudvwtyfk@gmail.com,18.43,153.61
10837,lftnodqtds@gmail.com,113.53,220.37
10838,epzmmwwoao@gmail.com,38.42,33.41
10839,origdfrsvy@gmail.com,249.51,93.43
10840,jvushhrriy@gmail.com,39.54,119.33
10841,uslpsslnns@gmail.com,208.05,146.7
10842,vxdipuhhsr@gmail.com,191.58,42.84
10843,xzdmnprqwp@gmail.com,63.67,193.78
10844,qgslpgzrjc@gmail.com,124.04,47.98
10845,ejreapjftm@gmail.com,89.39,154.19
10846,mcnfajmwbx@gmail.com,153.94,182.06
10847,vzrsheajnq@gmail.com,101.36,30.17
10848,sldnaupddh@gmail.com,78.43,76.64
10849,ftsmutuwqx@gmail.com,245.03,3.8
10850,bxkpsvaqdd@gmail.com,147.53,3.48
10851,hlqtqqszar@gmail.com,88.85,231.88
10852,lortkokpej@gmail.com,87.78,110.51
10853,fcodakdmki@gmail.com,140.57,68.03
10854,owqgtjflcx@gmail.com,119.48,89.43
10855,wcggquhlam@gmail.com,132.94,55.76
10856,bfdarqmhtz@gmail.com,133.0,149.55
10857,wdletmqnpn@gmail.com,125.07,54.89
10858,pkqozencgw@gmail.com,117.95,10.75
10859,nggrsfoalb@gmail.com,26.76,48.05
10860,chxwncebhm@gmail.com,247.93,128.1
10861,ylsnaqqfvv@gmail.com,35.87,234.67
10862,btorslymsf@gmail.com,51.78,65.67
10863,nvapineacv@gmail.com,186.74,180.87
10864,cyqrkohbzp@gmail.com,218.25,42.44
10865,umdvxgzjjs@gmail.com,242.72,206.25
10866,irhdsfjzmo@gmail.com,120.14,77.32
10867,uxaubxoqgd@gmail.com,238.95,28.31
10868,awtevtsyny@gmail.com,139.88,173.58
10869,xmibefdvsc@gmail.com,156.78,202.17
10870,tirlxdfmqf@gmail.com,169.19,68.32
10871,zkoyoiqaau@gmail.com,215.82,201.69
10872,toitewfrro@gmail.com,217.08,98.37
10873,kiogwujsgx@gmail.com,152.26,97.59
10874,gxhofkwhit@gmail.com,241.22,56.68
10875,uscbjvguky@gmail.com,181.33,227.34
10876,mgjypvnksr@gmail.com,200.51,31.61
10877,bhpdrurdxo@gmail.com,222.1,160.91
10878,leoddheuhg@gmail.com,104.08,22.35
10879,ppfnywlean@gmail.com,116.33,183.75
10880,wxftwivhqg@gmail.com,99.97,229.73
10881,xptxsjzxkt@gmail.com,148.45,203.36
10882,xeqwjaeeqr@gmail.com,92.3,197.55
10883,ntztxgcwkg@gmail.com,25.93,74.05
10884,lafrszjfqq@gmail.com,193.98,102.56
10885,jiojurffje@gmail.com,162.32,39.13
10886,wxfhbfirps@gmail.com,119.03,171.78
10887,wdvmdrczze@gmail.com,5.93,123.33
10888,hzswixxdhx@gmail.com,230.94,162.91
10889,txyqvmdbxr@gmail.com,69.89,231.18
10890,amsefapuso@gmail.com,247.31,13.34
10891,jibvxaspea@gmail.com,105.66,112.65
10892,ziubmapdnj@gmail.com,235.95,246.22
10893,rpfhpuwnpx@gmail.com,232.5,110.98
10894,eqqfuheatq@gmail.com,161.3,33.71
10895,apfqnrnzpn@gmail.com,13.16,171.02
10896,pntmdosheo@gmail.com,222.44,174.71
10897,nrptooovdp@gmail.com,162.59,222.98
10898,atrxqfkqrr@gmail.com,223.12,17.04
10899,zzfcgoepzx@gmail.com,197.5,31.85
10900,hgbmifagwe@gmail.com,222.38,232.48
10901,pqcueqrdsy@gmail.com,161.07,80.72
10902,fnlwrwvcor@gmail.com,161.92,60.96
10903,ydxtqwocnn@gmail.com,15.89,202.24
10904,jdpmpmmyem@gmail.com,247.51,61.02
10905,jtknwrxdkm@gmail.com,226.48,131.48
10906,poqzhcyynj@gmail.com,245.27,186.54
10907,tuafopuadj@gmail.com,234.63,20.31
10908,glaqfxczuq@gmail.com,143.1,101.14
10909,hfjrxxytwg@gmail.com,60.96,148.76
10910,gbqablfuuz@gmail.com,193.52,235.54
10911,fttueyamjx@gmail.com,205.86,229.57
10912,pthuetgnro@gmail.com,99.33,43.6
10913,eoskvtixvs@gmail.com,143.68,151.24
10914,zwlyxpevjj@gmail.com,54.15,230.66
10915,dgwuueqkuf@gmail.com,115.04,142.37
10916,owfwpyczhg@gmail.com,96.86,31.39
10917,oyimgxaked@gmail.com,186.23,18.17
10918,kgytgctbsw@gmail.com,101.96,142.78
10919,cfpsiepxme@gmail.com,65.02,27.78
10920,ontohvwhdq@gmail.com,19.75,78.19
10921,iejiweybdx@gmail.com,212.1,13.34
10922,mjvfqguutg@gmail.com,114.99,17.41
10923,nwljzvfuxl@gmail.com,126.37,66.72
10924,rsgxirerpk@gmail.com,60.86,15.66
10925,ztmonmsmgd@gmail.com,14.46,17.73
10926,zcbwgaeivb@gmail.com,116.48,49.79
10927,cfixlmbowa@gmail.com,162.39,37.62
10928,ucbabyligm@gmail.com,174.18,136.11
10929,msljxcxxis@gmail.com,236.82,173.65
10930,fuwdquidgw@gmail.com,165.2,81.45
10931,xlnataggzd@gmail.com,8.84,150.38
10932,jsfkvrtoyb@gmail.com,72.82,17.45
10933,oevrqwyofh@gmail.com,217.57,170.54
10934,fjsnypuksz@gmail.com,107.61,174.48
10935,mojphvwvyp@gmail.com,132.97,112.52
10936,cxvpdfeguk@gmail.com,24.88,117.55
10937,ypuptlzgxr@gmail.com,249.95,30.63
10938,heflaqrdmf@gmail.com,221.71,124.78
10939,xivechspuu@gmail.com,152.25,129.02
10940,wpaxilxymx@gmail.com,53.47,132.97
10941,shqsbmpacg@gmail.com,247.54,179.03
10942,qcvdcohpkm@gmail.com,97.84,210.97
10943,xuqfahakwa@gmail.com,155.0,99.48
10944,tbfskhgymy@gmail.com,38.82,188.01
10945,farnllelto@gmail.com,95.64,20.04
10946,obltkptkko@gmail.com,35.34,33.75
10947,qkflwekjqs@gmail.com,204.88,163.57
10948,bzirnwtzpw@gmail.com,241.53,203.82
10949,bgklswsaho@gmail.com,190.21,164.44
10950,eaybvjsygm@gmail.com,3.38,179.25
10951,ocyoidiruf@gmail.com,158.33,203.62
10952,fcdiumkzkm@gmail.com,172.44,48.42
10953,kilspiruhk@gmail.com,77.41,200.03
10954,lvhizeqhef@gmail.com,238.38,120.46
10955,ekbemgdgxo@gmail.com,124.78,35.2
10956,hxpyttiate@gmail.com,165.24,114.92
10957,awlxdpjmpg@gmail.com,233.62,43.73
10958,hxxkjlfdkb@gmail.com,132.22,199.47
10959,yxgeonmzpf@gmail.com,74.24,44.6
10960,xeevfdqrbf@gmail.com,47.64,67.73
10961,cvlquazssx@gmail.com,225.16,93.66
10962,iphfgkcril@gmail.com,229.88,19.2
10963,cssupmcrva@gmail.com,171.36,103.15
10964,rkrwnpgiye@gmail.com,164.95,79.11
10965,gneutpwgij@gmail.com,242.43,90.39
10966,xvsnoiqnyy@gmail.com,180.78,159.01
10967,lzahzbcfza@gmail.com,13.07,82.34
10968,urshjpwdgk@gmail.com,195.21,27.14
10969,yluiikdbwd@gmail.com,161.5,135.79
10970,tyroeubbwk@gmail.com,9.26,115.67
10971,grnueedtov@gmail.com,233.64,142.23
10972,xqgczmvtuj@gmail.com,6.64,86.35
10973,trkbnvszyl@gmail.com,43.3,162.09
10974,omthpodzle@gmail.com,227.78,26.11
10975,gfwxgeluwg@gmail.com,182.69,222.19
10976,xunjfkjdab@gmail.com,151.03,210.69
10977,behbnhnxdj@gmail.com,124.05,123.22
10978,irtvbzuspt@gmail.com,5.97,39.79
10979,olifxehyqo@gmail.com,43.36,202.56
10980,ayimbhbzyi@gmail.com,182.59,131.78
10981,hvjdtgequw@gmail.com,151.99,80.13
10982,uxoxjsvkgs@gmail.com,227.7,15.24
10983,zfwwgaqygf@gmail.com,190.8,82.51
10984,ltfksilsdf@gmail.com,127.81,4.65
10985,ettbzuwifa@gmail.com,11.89,42.7
10986,hrvddjpqev@gmail.com,73.28,54.22
10987,mhucuszeun@gmail.com,99.37,70.27
10988,abhlpgqdjv@gmail.com,154.03,6.25
10989,wbqtpkmccp@gmail.com,27.55,201.82
10990,nlntvduhdo@gmail.com,213.47,33.96
10991,plzqfcosxp@gmail.com,193.39,14.77
10992,dqaqnmotyw@gmail.com,95.81,113.75
10993,njulvulsqa@gmail.com,88.55,119.81
10994,yfnyozhmzl@gmail.com,55.5,131.37
10995,tlsvogvvmt@gmail.com,94.75,142.82
10996,wimbsbqcrc@gmail.com,39.69,64.65
10997,wdizarxwtv@gmail.com,174.89,30.93
10998,jfjikfnjhm@gmail.com,94.43,24.07
10999,plqjqfbbrr@gmail.com,45.15,22.57
11000,xlmlykpwic@gmail.com,225.95,9.64
11001,viasvomxjv@gmail.com,64.03,50.38
11002,rcsfdwaxyu@gmail.com,209.5,134.07
11003,zhpybldjxm@gmail.com,11.33,33.85
11004,fzjhaiggep@gmail.com,166.14,21.89
11005,mfytitykub@gmail.com,22.78,47.71
11006,vozrhhloos@gmail.com,176.47,223.2
11007,xelnkqkjik@gmail.com,5.75,97.53
11008,pxhtiubiqz@gmail.com,235.64,95.92
11009,diuctamkpo@gmail.com,26.81,97.19
11010,ijyuvfgcvq@gmail.com,19.64,114.42
11011,wudljoqsjd@gmail.com,135.73,179.48
11012,bkhufzbqvj@gmail.com,140.02,158.42
11013,nioxlibrrk@gmail.com,7.59,168.8
11014,qdkumuvxbr@gmail.com,50.03,88.17
11015,zarpatgnah@gmail.com,176.89,54.82
11016,vqacgsfujm@gmail.com,93.76,164.34
11017,cyipxfqghf@gmail.com,122.18,63.55
11018,lcikwyqsvs@gmail.com,89.37,26.94
11019,jzbfxipirx@gmail.com,226.95,73.23
11020,obvaxcrxhg@gmail.com,207.02,33.57
11021,imqjfjwmto@gmail.com,162.74,81.35
11022,eljnrbikft@gmail.com,236.52,10.3
11023,bkjfylxvca@gmail.com,44.76,46.33
11024,raqxjkjgvf@gmail.com,202.06,159.97
11025,umrjdwkncg@gmail.com,44.4,211.09
11026,ioevmpyoty@gmail.com,153.35,30.63
11027,txdohkvmce@gmail.com,93.48,214.43
11028,jpqkefrvco@gmail.com,196.21,233.4
11029,dzfullrgpy@gmail.com,238.53,45.02
11030,czjszonbse@gmail.com,164.4,25.07
11031,lfpsrrwmfs@gmail.com,137.73,142.1
11032,uzyiuocrdk@gmail.com,37.22,143.8
11033,pemsuqzrnq@gmail.com,44.59,183.45
11034,tehkvwvexy@gmail.com,56.51,100.35
11035,ldizmxpocs@gmail.com,25.76,194.79
11036,jriypdutpx@gmail.com,103.49,247.52
11037,dxtfcyvnzr@gmail.com,29.83,94.66
11038,pekknbwbhp@gmail.com,187.91,121.13
11039,fsudbaundl@gmail.com,83.02,109.6
11040,vrwhymowwz@gmail.com,198.61,112.82
11041,bgreuvvtvu@gmail.com,209.55,210.0
11042,olfxdtljfk@gmail.com,131.09,196.62
11043,vvgmixugnn@gmail.com,125.33,78.01
11044,onkseibzbf@gmail.com,37.4,75.27
11045,otaygmuali@gmail.com,105.35,178.0
11046,xgdkyzjjzn@gmail.com,45.33,115.07
11047,bspdfcfqxz@gmail.com,13.79,72.8
11048,bntijoshyb@gmail.com,1.19,174.65
11049,jympaupunk@gmail.com,228.46,7.52
11050,gngwlogluz@gmail.com,106.81,77.57
11051,ikcnxcqlyr@gmail.com,171.89,244.19
11052,apggbchxez@gmail.com,174.56,120.3
11053,ylfwufuamt@gmail.com,42.89,66.04
11054,qdhvylfpuu@gmail.com,189.86,237.31
11055,tbmlecqism@gmail.com,2.56,202.72
11056,bpsdihhcqr@gmail.com,167.63,144.61
11057,bytijjvifi@gmail.com,82.71,221.13
11058,dcdmybbmpn@gmail.com,231.41,56.63
11059,iolklxufji@gmail.com,175.74,201.53
11060,qnsdzoofft@gmail.com,121.66,25.91
11061,cpfocdfjrm@gmail.com,230.45,85.88
11062,hfkezzjnvy@gmail.com,196.28,235.52
11063,itgipoyshd@gmail.com,95.35,63.28
11064,iqnwkmbnvo@gmail.com,73.97,248.68
11065,xwiiofnwmb@gmail.com,235.34,96.69
11066,owpdxrprmi@gmail.com,197.55,10.15
11067,tjatfwjexi@gmail.com,119.48,132.08
11068,ntvbsbpick@gmail.com,179.59,222.31
11069,ktmcrpbrci@gmail.com,79.42,199.26
11070,btsuuhootx@gmail.com,51.51,73.45
11071,xcyncsdvbf@gmail.com,10.92,201.09
11072,uvypepyqba@gmail.com,175.2,217.16
11073,xmcsvfghxo@gmail.com,41.85,123.21
11074,lmdwxpxjxj@gmail.com,58.05,88.52
11075,pypualqcrc@gmail.com,139.44,227.74
11076,olssrfolgh@gmail.com,89.8,29.57
11077,wpxsjmpqbb@gmail.com,227.7,211.13
11078,qaouedezww@gmail.com,28.64,66.25
11079,jbrlachzzb@gmail.com,208.45,236.17
11080,ybqsuahmqf@gmail.com,230.14,11.33
11081,atruvamfbr@gmail.com,85.03,176.68
11082,vgcrayzqrn@gmail.com,85.73,89.81
11083,fzdgdjxwft@gmail.com,54.23,114.64
11084,myslrzqkgi@gmail.com,142.33,165.87
11085,cunjmgtbgk@gmail.com,226.97,127.15
11086,yyosmkomhs@gmail.com,137.62,172.88
11087,oavsnzwnfl@gmail.com,214.08,247.81
11088,bjhktorbka@gmail.com,33.52,9.52
11089,xseqrmzrqm@gmail.com,9.12,192.04
11090,dtudczlikw@gmail.com,162.07,1.62
11091,mbbfrwjwey@gmail.com,247.63,19.83
11092,jtjepylyrz@gmail.com,42.1,187.36
11093,njvagulbwf@gmail.com,210.36,124.12
11094,eomdynyiat@gmail.com,159.59,18.24
11095,xysfqcsvlz@gmail.com,105.53,39.44
11096,gkexdljvok@gmail.com,28.84,223.45
11097,khndgntmio@gmail.com,236.77,10.04
11098,jmstowqiqr@gmail.com,116.86,178.66
11099,sopbhdzuyd@gmail.com,224.16,210.82
11100,bliiwnofcs@gmail.com,188.04,71.64
11101,oefgcrrwvi@gmail.com,95.82,120.03
11102,nkjgnismnb@gmail.com,8.21,108.23
11103,fdhcsjtzes@gmail.com,194.18,26.08
11104,hgchonvacv@gmail.com,85.14,148.06
11105,gnrqqfisez@gmail.com,58.09,57.22
11106,lfogoblynw@gmail.com,141.19,28.11
11107,fznodgicnf@gmail.com,104.19,220.86
11108,elvxeqfmrz@gmail.com,47.16,91.29
11109,kvekmyjbgu@gmail.com,36.38,47.66
11110,crgwlphjco@gmail.com,157.95,158.98
11111,ldmnrnylmt@gmail.com,116.84,201.97
11112,smtoeqokkz@gmail.com,54.67,197.12
11113,rnyzskaawv@gmail.com,96.06,80.63
11114,zsucodudrc@gmail.com,38.7,245.97
11115,hepstdpfkv@gmail.com,192.8,226.75
11116,skjfwsxsph@gmail.com,131.57,146.18
11117,omwrtawzxo@gmail.com,184.7,94.35
11118,edtodhtlov@gmail.com,85.07,154.49
11119,kbbtvittio@gmail.com,24.44,217.8
11120,lvqrpngoou@gmail.com,248.26,232.27
11121,mrdavykezv@gmail.com,29.87,203.69
11122,cqbrfvouup@gmail.com,1.03,151.67
11123,lyjjpzbjry@gmail.com,228.25,93.24
11124,obyvhcngpm@gmail.com,190.94,195.27
11125,xcjjgwgzrh@gmail.com,14.76,230.71
11126,svfjmawwdf@gmail.com,11.69,136.56
11127,zinqmaxmpz@gmail.com,148.03,7.5
11128,tkcpqyyzrk@gmail.com,16.86,159.29
11129,rehzkyrvww@gmail.com,51.36,111.36
11130,ftegdituix@gmail.com,70.14,1.15
11131,komfrotmvz@gmail.com,77.33,145.21
11132,ynvlcjcvyy@gmail.com,70.2,216.18
11133,vixlyrzwop@gmail.com,118.86,183.05
11134,hukautvcnc@gmail.com,65.54,166.13
11135,tgwefsksiz@gmail.com,200.44,235.71
11136,rmckpxxjao@gmail.com,180.25,120.58
11137,cstnwoitwu@gmail.com,205.71,139.3
11138,wvjonhwqjp@gmail.com,45.68,61.22
11139,fntxxdvayu@gmail.com,51.23,51.12
11140,amoosgfcdj@gmail.com,160.52,62.77
11141,rdrefkqdll@gmail.com,135.71,244.74
11142,aztwumaotu@gmail.com,105.85,36.75
11143,opdpbeuluo@gmail.com,221.23,33.5
11144,ezpkeygqep@gmail.com,175.5,227.89
11145,gtyjncdvmu@gmail.com,7.32,138.93
11146,kujczvhwwe@gmail.com,150.13,171.6
11147,qaskxqywtg@gmail.com,248.06,70.26
11148,yutbpprfrj@gmail.com,80.04,171.06
11149,yirgxeafgw@gmail.com,246.38,210.78
11150,uhzuqyghaq@gmail.com,171.98,49.42
11151,goplsyskms@gmail.com,169.43,120.92
11152,ikwzlcmsnb@gmail.com,170.39,41.25
11153,evrxhrfuoi@gmail.com,245.07,217.68
11154,jzahsbgccb@gmail.com,97.61,192.83
11155,wfdhbqneza@gmail.com,198.68,69.89
11156,dljyjdwadr@gmail.com,161.27,231.39
11157,mxxgulowut@gmail.com,139.76,64.12
11158,uilbkrohna@gmail.com,25.95,78.13
11159,uvmcgxokkg@gmail.com,6.19,109.28
11160,jqmdexpftk@gmail.com,179.43,82.95
11161,snulklgxmv@gmail.com,82.47,111.0
11162,pfqbfvmgzr@gmail.com,157.54,71.52
11163,prndzhmkbt@gmail.com,38.1,76.51
11164,zmnilersuo@gmail.com,233.2,110.65
11165,emdirulcaf@gmail.com,36.98,158.96
11166,ejsyisgzce@gmail.com,17.65,235.05
11167,skxcgeoqaz@gmail.com,23.99,174.77
11168,jzbfobgrls@gmail.com,54.95,128.25
11169,dlsdkdimit@gmail.com,127.37,198.38
11170,dszokaouum@gmail.com,220.59,153.28
11171,fgmipzcqnz@gmail.com,8.55,75.73
11172,irpygosyqn@gmail.com,231.6,25.26
11173,brlbkgikmy@gmail.com,87.37,111.5
11174,ipwrshiqos@gmail.com,152.78,4.77
11175,xggtekzmqr@gmail.com,71.05,229.9
11176,wrwaqhysty@gmail.com,190.36,114.26
11177,ctjhdkbyac@gmail.com,104.2,173.13
11178,pmaqbvvpyh@gmail.com,97.16,67.6
11179,jhinayqmgk@gmail.com,64.36,25.95
11180,jpsncecczt@gmail.com,106.18,140.62
11181,wbrlddrmfj@gmail.com,226.51,201.84
11182,kseacwhtlt@gmail.com,223.54,40.22
11183,zlovxwspdx@gmail.com,99.72,153.52
11184,vmaqtglepm@gmail.com,87.89,35.01
11185,xdwrohzzuu@gmail.com,165.97,65.92
11186,unvqvkrdbl@gmail.com,244.81,56.9
11187,xqimtdcdjh@gmail.com,157.86,64.77
11188,wreveclkxf@gmail.com,24.74,122.32
11189,cmrvoshkws@gmail.com,248.86,221.67
11190,jeepwvpsxo@gmail.com,146.18,207.78
11191,tmjvtunree@gmail.com,130.24,186.81
11192,ppjhcqlpfb@gmail.com,177.81,96.63
11193,reeiazrden@gmail.com,79.57,245.17
11194,ujymmixfhx@gmail.com,131.13,224.98
11195,zgzeshyfmx@gmail.com,249.31,163.1
11196,dythzregjm@gmail.com,167.58,122.63
11197,tomthudpdj@gmail.com,231.63,56.22
11198,sqbopbslpb@gmail.com,136.22,221.52
11199,bfnmuyykww@gmail.com,164.36,230.55
11200,xwrjmmbaxn@gmail.com,3.03,207.17
11201,wxjyucnpqn@gmail.com,121.25,248.93
11202,rrcdcykesv@gmail.com,186.68,172.21
11203,rzlkmlkjex@gmail.com,69.81,46.31
11204,rrppzznhco@gmail.com,8.69,235.03
11205,wipgsaqpre@gmail.com,201.75,215.35
11206,fkrolnpwsk@gmail.com,174.43,226.45
11207,dcxkzuipxn@gmail.com,211.15,37.77
11208,rwoqpcnqub@gmail.com,109.37,249.54
11209,dqdjxtmmcl@gmail.com,35.83,3.28
11210,mughyxnjbw@gmail.com,114.29,233.18
11211,rninwaovrj@gmail.com,19.02,54.59
11212,zconveapdx@gmail.com,162.28,148.53
11213,uyqvfpconr@gmail.com,63.04,102.18
11214,bzanfwgetj@gmail.com,105.21,226.73
11215,ctstaoocmu@gmail.com,135.25,40.51
11216,ziodfzlqhr@gmail.com,168.31,126.16
11217,fykoqpsayf@gmail.com,117.46,160.31
11218,pcdxhcihfv@gmail.com,148.5,226.54
11219,xvjblpraen@gmail.com,203.25,54.52
11220,qyrgadtctm@gmail.com,236.21,3.53
11221,ofyhouceyf@gmail.com,130.8,227.15
11222,aousxbglmj@gmail.com,215.55,230.35
11223,tpmaxxutai@gmail.com,23.59,191.97
11224,ehawghaiwd@gmail.com,76.56,203.99
11225,ewdzujrfcv@gmail.com,10.11,17.11
11226,irycyxfnda@gmail.com,31.3,213.69
11227,yinxdjycsj@gmail.com,130.8,142.93
11228,thowiimocj@gmail.com,52.11,82.53
11229,vkiovhcpot@gmail.com,210.3,29.2
11230,efjuydeabp@gmail.com,229.23,169.71
11231,oienaufstd@gmail.com,34.67,66.49
11232,rsbxgikcej@gmail.com,192.43,207.34
11233,blfovkkaeg@gmail.com,222.02,56.01
11234,hxaohrjjdb@gmail.com,140.43,60.89
11235,nralwvxoka@gmail.com,183.0,186.73
11236,qfhuqaplra@gmail.com,224.37,157.64
11237,pqlruerssz@gmail.com,46.54,207.38
11238,avnubecpux@gmail.com,84.19,104.92
11239,lkssutrixf@gmail.com,147.43,179.55
11240,opqnloxpng@gmail.com,188.06,205.36
11241,uhovqqafnf@gmail.com,230.05,8.07
